seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	GENENAME
chr10	17228381	17228620	240	*	.	721	.	21.3637	-1	3.52136	120	Intron (uc001iop.3/1787, intron 1 of 10)	10	17201145	17216659	15515	2	1787	uc021pno.1	-11722	TRDMT1
chr12	110468592	110468831	240	*	.	545	.	21.3624	-1	3.52144	120	Intron (uc001tpx.3/88455, intron 12 of 14)	12	110467283	110477235	9953	1	88455	uc001tqa.3	1309	ANKRD13A
chr3	8714483	8714722	240	*	.	687	.	21.35646	-1	3.52153	120	Intron (uc003bqx.4/51066, intron 1 of 16)	3	8661086	8719094	58009	2	51066	uc003bqx.4	4372	SSUH2
chr2	231714848	231715087	240	*	.	727	.	21.35543	-1	3.52162	120	Distal Intergenic	2	231729621	231743963	14343	1	81618	uc002vqz.3	-14534	ITM2C
chr12	39956839	39957078	240	*	.	566	.	21.35164	-1	3.52188	120	Intron (uc001rmb.2/225, intron 9 of 9)	12	39945022	40013843	68822	2	225	uc001rmb.2	56765	ABCD2
chr7	83672235	83672474	240	*	.	610	.	21.34832	-1	3.52205	120	Intron (uc003uhz.3/10371, intron 6 of 16)	7	83587659	83824217	236559	2	10371	uc003uhz.3	151743	SEMA3A
chr5	107744842	107745081	240	*	.	588	.	21.34785	-1	3.52214	120	Distal Intergenic	5	107194734	107717799	523066	2	64839	uc011cvc.2	-27043	FBXL17
chr5	117207093	117207332	240	*	.	784	.	21.34765	-1	3.52223	120	Distal Intergenic	5	116751208	116915439	164232	1	728342	uc003kry.3	455885	NA
chr14	92253605	92253844	240	*	.	734	.	21.34097	-1	3.52249	120	Intron (uc001xzt.4/123036, intron 10 of 11)	14	92246267	92302849	56583	2	123036	uc001xzt.4	49005	TC2N
chr9	119441404	119441643	240	*	.	652	.	21.33976	-1	3.52257	120	Intron (uc004bjp.2/23245, intron 1 of 7)	9	119187504	119449494	261991	2	23245	uc004bjp.2	7851	ASTN2
chr3	187465551	187465790	240	*	.	839	.	21.3365	-1	3.52266	120	Distal Intergenic	3	187439165	187463513	24349	2	604	uc003frq.2	-2038	BCL6
chr7	90594761	90595000	240	*	.	704	.	21.33041	-1	3.52275	120	Intron (uc003uky.2/5218, intron 9 of 14)	7	90339176	90839904	500729	1	5218	uc011khl.1	255585	CDK14
chr1	173164802	173165041	240	*	.	635	.	21.32807	-1	3.52284	120	Intron (uc001giv.3/7292, intron 1 of 2)	1	173152870	173174697	21828	2	7292	uc001giv.3	9656	TNFSF4
chr9	73215275	73215514	240	*	.	571	.	21.32056	-1	3.52318	120	Intron (uc004ahu.3/80036, intron 16 of 21)	9	72999513	73029573	30061	2	687	uc004aht.3	-185702	KLF9
chr16	28974626	28974865	240	*	.	601	.	21.31666	-1	3.52336	120	Intron (uc002drt.3/84901, intron 4 of 4)	16	28969904	28969982	79	1	100616487	uc021tfu.1	4722	MIR4517
chr3	50227470	50227709	240	*	.	811	.	21.31148	-1	3.52353	120	Distal Intergenic	3	50229043	50235129	6087	1	2779	uc003cyl.2	-1334	GNAT1
chr15	28896539	28896778	240	*	.	556	.	21.30301	-1	3.52396	120	Promoter	15	28896567	28902471	5905	1	440248	uc010uan.1	0	HERC2P9
chr15	28896539	28896778	240	*	.	556	.	21.30301	-1	3.52396	120	Promoter	15	28896567	28902471	5905	1	440248	uc010uan.1	0	RP11-578F21.1
chr1	221228678	221228917	240	*	.	785	.	21.30232	-1	3.52405	120	Distal Intergenic	1	221052743	221058400	5658	1	3142	uc001hmv.4	175935	HLX
chr3	172854334	172854573	240	*	.	695	.	21.29781	-1	3.52422	120	Intron (uc003fin.4/83893, intron 1 of 10)	3	172607147	172859058	251912	2	83893	uc003fin.4	4485	SPATA16
chr1	234986810	234987049	240	*	.	557	.	21.29707	-1	3.52431	120	Distal Intergenic	1	234859789	234867390	7602	1	100506810	uc001hwj.2	127021	LINC01132
chr4	65666260	65666499	240	*	.	685	.	21.29599	-1	3.5244	120	Distal Intergenic	4	65779999	65870218	90220	2	401134	uc021xos.1	203719	RP11-707A18.1
chr15	92510274	92510513	240	*	.	894	.	21.29294	-1	3.52457	120	Intron (uc002bqx.2/28232, intron 2 of 9)	15	92397565	92706228	308664	1	28232	uc002bqz.1	112709	SLCO3A1
chr11	10792535	10792774	240	*	.	628	.	21.28123	-1	3.52509	120	Intron (uc001mja.3/9646, intron 18 of 24)	11	10772811	10801290	28480	1	9646	uc001mja.3	19724	CTR9
chr12	131949736	131949975	240	*	.	714	.	21.27627	-1	3.52535	120	Distal Intergenic	12	132195632	132239044	43413	1	6433	uc001uiz.2	-245657	SFSWAP
chr9	19457446	19457685	240	*	.	761	.	21.27442	-1	3.52543	120	Distal Intergenic	9	19408925	19452500	43576	1	340485	uc003znz.1	48521	ACER2
chr10	80464722	80464961	240	*	.	696	.	21.27248	-1	3.52552	120	Distal Intergenic	10	80703083	80827205	124123	2	283050	uc001jzx.3	362244	ZMIZ1-AS1
chr4	3237870	3238109	240	*	.	799	.	21.26559	-1	3.52578	120	Exon (uc021xkv.1/3064, exon 64 of 67)	4	3250767	3258342	7576	1	345222	uc003ggs.3	-12658	MSANTD1
chr11	98979291	98979530	240	*	.	674	.	21.25684	-1	3.52595	120	Intron (uc009ywv.2/53942, intron 1 of 15)	11	98891706	100229616	1337911	1	53942	uc021qpb.1	87585	CNTN5
chr12	76781340	76781579	240	*	.	697	.	21.25154	-1	3.52621	120	Intron (uc001sye.1/114882, intron 12 of 23)	12	76763417	76816872	53456	2	114882	uc001syh.1	35293	OSBPL8
chr18	79622111	79622350	240	*	.	729	.	21.25144	-1	3.5263	120	Distal Intergenic	18	77941005	78005397	64393	2	84552	uc010xfp.2	-1616714	PARD6G
chr17	9330159	9330398	240	*	.	687	.	21.24521	-1	3.52647	120	Intron (uc002glx.3/9482, intron 6 of 7)	17	9153788	9479275	325488	2	9482	uc002glx.3	148877	STX8
chr5	161432046	161432285	240	*	.	750	.	21.24439	-1	3.52655	120	Distal Intergenic	5	161494648	161582545	87898	1	2566	uc003lyy.4	-62363	GABRG2
chr2	65056198	65056437	240	*	.	611	.	21.24104	-1	3.5269	120	Distal Intergenic	2	65128974	65159581	30608	2	400958	uc021vir.1	103144	AC007386.2
chr18	78138948	78139187	240	*	.	794	.	21.24037	-1	3.52707	120	Distal Intergenic	18	77941005	78005397	64393	2	84552	uc010xfp.2	-133551	PARD6G
chr9	118643180	118643419	240	*	.	679	.	21.24024	-1	3.52716	120	Distal Intergenic	9	118650544	118687377	36834	2	58483	uc004bjm.3	43958	LINC00474
chr12	114841653	114841892	240	*	.	617	.	21.23993	-1	3.52724	120	Promoter	12	114803902	114841741	37840	2	6910	uc010syv.2	0	TBX5
chr9	34989437	34989676	240	*	.	741	.	21.23937	-1	3.52733	120	Promoter	9	34989638	34998430	8793	1	25822	uc003zvs.4	0	DNAJB5
chr1	90710794	90711033	240	*	.	645	.	21.23896	-1	3.52742	120	Distal Intergenic	1	90460678	90494094	33417	1	284695	uc009wda.1	250116	ZNF326
chr4	186081260	186081499	240	*	.	547	.	21.23771	-1	3.5275	120	3' UTR	4	186064417	186071538	7122	1	291	uc003ixd.3	16843	SLC25A4
chr21	17903410	17903649	240	*	.	794	.	21.23177	-1	3.52759	120	Intron (uc002ykb.2/388815, intron 5 of 7)	21	17911409	17911489	81	1	407055	uc002ykd.1	-7760	MIR99A
chr3	56557020	56557259	240	*	.	601	.	21.22977	-1	3.52767	120	Distal Intergenic	3	56591184	56604774	13591	1	285331	uc003dhv.2	-33925	CCDC66
chr12	108515014	108515253	240	*	.	594	.	21.22953	-1	3.52776	120	Distal Intergenic	12	108523511	108644313	120803	1	9671	uc001tms.3	-8258	WSCD2
chr1	214683695	214683934	240	*	.	829	.	21.22658	-1	3.52802	120	Intron (uc001hkk.2/5784, intron 1 of 18)	1	214522039	214725024	202986	2	5784	uc001hkk.2	41090	PTPN14
chr18	38552947	38553186	240	*	.	849	.	21.21916	-1	3.52819	120	Distal Intergenic	18	39060236	39100561	40326	2	641516	uc002lan.3	547375	RP11-142I20.1
chr2	200736823	200737062	240	*	.	784	.	21.21756	-1	3.52827	120	Distal Intergenic	2	200683083	200715896	32814	2	348751	uc021vup.1	-20927	NA
chr11	126082516	126082755	240	*	.	599	.	21.21559	-1	3.52845	120	Promoter	11	126081619	126132879	51261	1	79607	uc009zca.3	897	FAM118B
chr1	239814449	239814688	240	*	.	701	.	21.21061	-1	3.52862	120	Intron (uc001hyo.1/1131, intron 4 of 8)	1	239792373	240072717	280345	1	1131	uc001hyp.3	22076	CHRM3
chr7	119100910	119101149	240	*	.	778	.	21.20346	-1	3.52887	120	Distal Intergenic	7	119913722	120390387	476666	1	3751	uc003vjj.1	-812573	KCND2
chr17	51153387	51153626	240	*	.	619	.	21.2015	-1	3.52905	120	Distal Intergenic	17	51062880	51065012	2133	1	100506650	uc021uaf.1	90507	C17orf112
chr12	97312889	97313128	240	*	.	738	.	21.19961	-1	3.52913	120	Intron (uc001teu.4/121441, intron 5 of 15)	12	97306354	97347469	41116	1	121441	uc001tex.3	6535	NEDD1
chr16	57776011	57776250	240	*	.	836	.	21.19223	-1	3.52939	120	Intron (uc002eml.1/10300, intron 3 of 19)	16	57769660	57791162	21503	1	10300	uc002eml.1	6351	KATNB1
chr1	156708398	156708637	240	*	.	680	.	21.18793	-1	3.52956	120	5' UTR	1	156707094	156710923	3830	2	79590	uc001fpw.1	2286	MRPL24
chr17	75393722	75393961	240	*	.	618	.	21.18747	-1	3.52964	120	Promoter	17	75393066	75393136	71	2	100422851	uc021udy.1	-586	MIR4316
chr18	46658191	46658430	240	*	.	777	.	21.18378	-1	3.52973	120	Intron (uc002ldi.1/54808, intron 14 of 16)	18	46576057	46576138	82	2	100616420	uc021ujs.1	-82053	MIR4744
chr4	101115072	101115311	240	*	.	804	.	21.18345	-1	3.52982	120	Distal Intergenic	4	101107027	101111655	4629	2	115265	uc003hvq.3	-3417	DDIT4L
chr10	103231266	103231505	240	*	.	712	.	21.17767	-1	3.5299	120	Intron (uc001ksz.2/8945, intron 1 of 1)	10	103338639	103342950	4312	2	27343	uc001ktd.1	111445	POLL
chr8	42843381	42843620	240	*	.	678	.	21.17541	-1	3.52999	120	Intron (uc010lxq.1/84376, intron 15 of 15)	8	42911442	42940932	29491	1	2339	uc003xps.3	-67822	FNTA
chr18	22913880	22914119	240	*	.	641	.	21.17487	-1	3.53007	120	Intron (uc002kvk.2/25925, intron 2 of 7)	18	22641888	22932214	290327	2	25925	uc002kvk.2	18095	ZNF521
chr10	117830937	117831176	240	*	.	586	.	21.1735	-1	3.53016	120	Intron (uc001lci.3/2674, intron 7 of 8)	10	117816442	118031819	215378	2	2674	uc001lci.3	200643	GFRA1
chr16	46854036	46854275	240	*	.	614	.	21.16382	-1	3.53041	120	Intron (uc002eek.1/388272, intron 2 of 3)	16	46835959	46865074	29116	2	388272	uc002eek.1	10799	C16orf87
chr1	91791232	91791471	240	*	.	732	.	21.16064	-1	3.53067	120	Intron (uc009wdb.3/164045, intron 3 of 20)	1	91727744	91813033	85290	2	164045	uc001dob.4	21562	HFM1
chr1	175832543	175832782	240	*	.	751	.	21.16015	-1	3.53075	120	Distal Intergenic	1	175937533	175937676	144	2	677679	uc001gkx.1	104894	SCARNA3
chr4	61992404	61992643	240	*	.	856	.	21.15617	-1	3.53084	120	Distal Intergenic	4	62066974	62599272	532299	1	23284	uc010ihg.1	-74331	LPHN3
chr20	32091964	32092203	240	*	.	626	.	21.15589	-1	3.53093	120	Intron (uc010zug.1/9139, intron 1 of 8)	20	32077928	32237837	159910	1	9139	uc002wze.1	14036	CBFA2T2
chr11	84437507	84437746	240	*	.	610	.	21.15406	-1	3.5311	120	Intron (uc001paj.2/1740, intron 1 of 22)	11	83166056	84634465	1468410	2	1740	uc001paj.2	196719	DLG2
chr13	110615461	110615700	240	*	.	680	.	21.15175	-1	3.53127	120	Distal Intergenic	13	110406184	110438914	32731	2	8660	uc001vqv.3	-176547	IRS2
chr1	18294806	18295045	240	*	.	765	.	21.14956	-1	3.53144	120	Distal Intergenic	1	18434240	18704977	270738	1	84966	uc001bau.2	-139195	IGSF21
chr19	1021699	1021938	240	*	.	647	.	21.14734	-1	3.53161	120	Promoter	19	1009650	1021141	11492	2	91304	uc002lqs.1	-558	TMEM259
chr12	13256156	13256395	240	*	.	692	.	21.14548	-1	3.53169	120	Promoter	12	13236471	13256630	20160	2	83445	uc001rbn.3	235	GSG1
chr2	6679557	6679796	240	*	.	935	.	21.1453	-1	3.53178	120	Distal Intergenic	2	6869300	6910442	41143	2	400941	uc002qym.2	230646	LINC00487
chrX	21394849	21395088	240	*	.	789	.	21.13967	-1	3.53195	120	Intron (uc004czw.3/22866, intron 1 of 20)	23	21392536	21672813	280278	1	22866	uc011mjo.2	2313	CNKSR2
chr2	138277174	138277413	240	*	.	677	.	21.1391	-1	3.53203	120	Intron (uc010zbj.1/80731, intron 6 of 8)	2	138721808	138725014	3207	1	3176	uc002tvd.3	-444395	HNMT
chr11	62561798	62562037	240	*	.	740	.	21.1338	-1	3.53212	120	3' UTR	11	62557787	62559486	1700	2	79064	uc001nve.2	-2312	TMEM223
chr6	120931522	120931761	240	*	.	727	.	21.12812	-1	3.53237	120	Distal Intergenic	6	121434208	121558208	124001	2	221322	uc010kej.1	626447	TBC1D32
chr1	108559896	108560135	240	*	.	561	.	21.1259	-1	3.53246	120	Distal Intergenic	1	108211463	108507545	296083	2	10451	uc010oux.1	-52351	VAV3
chr20	36947164	36947403	240	*	.	825	.	21.12575	-1	3.53254	120	Intron (uc002xib.2/671, intron 6 of 14)	20	36932552	36965905	33354	1	671	uc002xib.2	14612	BPI
chr2	177831111	177831350	240	*	.	745	.	21.12358	-1	3.53271	120	Distal Intergenic	2	178077422	178084054	6633	1	220988	uc002ulb.1	-246072	HNRNPA3
chr5	142475265	142475504	240	*	.	633	.	21.12198	-1	3.53288	120	Intron (uc003lmt.3/23092, intron 17 of 22)	5	142239170	142248475	9306	2	100874239	uc003lmv.3	-226790	ARHGAP26-AS1
chr14	48260694	48260933	240	*	.	600	.	21.11856	-1	3.53314	120	Intron (uc001wwk.2/100506433, intron 1 of 2)	14	48234156	48264217	30062	2	100506433	uc001wwk.2	3284	LINC00648
chr10	29026153	29026392	240	*	.	640	.	21.11529	-1	3.53331	120	Distal Intergenic	10	29078240	29084979	6740	2	100507605	uc001iuk.2	58587	LINC00837
chr13	30019670	30019909	240	*	.	745	.	21.11454	-1	3.53339	120	Intron (uc001usl.4/23281, intron 7 of 13)	13	30002777	30080084	77308	1	23281	uc010aau.3	16893	MTUS2
chr12	43272430	43272669	240	*	.	1000	.	21.1137	-1	3.53348	120	Distal Intergenic	12	42863252	42983572	120321	2	144165	uc009zka.2	-288858	PRICKLE1
chr8	66113273	66113512	240	*	.	757	.	21.11364	-1	3.53356	120	Distal Intergenic	8	66073380	66092575	19196	2	552859	uc022ave.1	-20698	NA
chr19	19192080	19192319	240	*	.	697	.	21.11143	-1	3.53364	120	Intron (uc002nlf.3/284439, intron 1 of 7)	19	19206752	19217743	10992	1	284439	uc010xqn.1	-14433	SLC25A42
chr7	22802526	22802765	240	*	.	751	.	21.09321	-1	3.53407	120	Distal Intergenic	7	22766819	22770157	3339	1	3569	uc011jyq.1	35707	IL6
chr5	83027066	83027305	240	*	.	706	.	21.08265	-1	3.53432	120	Distal Intergenic	5	82934017	83016896	82880	2	1404	uc003kin.3	-10170	HAPLN1
chr17	49408053	49408292	240	*	.	681	.	21.08179	-1	3.53441	120	Distal Intergenic	17	49337897	49375292	37396	1	51096	uc002its.3	70156	UTP18
chr16	68645105	68645344	240	*	.	774	.	21.07957	-1	3.53449	120	Distal Intergenic	16	68678151	68732957	54807	1	1001	uc002ewf.2	-32807	CDH3
chr14	49852956	49853195	240	*	.	679	.	21.07606	-1	3.53475	120	Distal Intergenic	14	50043390	50053134	9745	2	6235	uc001wwl.4	199939	RPS29
chr18	13500524	13500763	240	*	.	602	.	21.07224	-1	3.53483	120	Intron (uc002ksb.3/753, intron 4 of 5)	18	13459946	13460025	80	1	100847080	uc031rho.1	40578	MIR5190
chr5	150058033	150058272	240	*	.	692	.	21.06957	-1	3.53508	120	3' UTR	5	150070352	150074395	4044	2	55696	uc031slu.1	16123	RBM22
chr5	116704933	116705172	240	*	.	657	.	21.06581	-1	3.53525	120	Distal Intergenic	5	116751208	116915439	164232	1	728342	uc003kry.3	-46036	NA
chr9	126665166	126665405	240	*	.	612	.	21.06473	-1	3.53534	120	Intron (uc004bnz.1/57706, intron 1 of 21)	9	126141933	126692417	550485	2	57706	uc004bnz.1	27012	DENND1A
chr7	118152219	118152458	240	*	.	790	.	21.06094	-1	3.53551	120	Distal Intergenic	7	117864712	117882784	18073	1	56311	uc003vji.3	287507	ANKRD7
chr12	129049948	129050187	240	*	.	659	.	21.05194	-1	3.53567	120	Intron (uc021rgn.1/92293, intron 3 of 8)	12	129277739	129308541	30803	2	121260	uc001uhu.2	258354	SLC15A4
chr1	8789682	8789921	240	*	.	607	.	21.04963	-1	3.53576	120	Intron (uc001ape.3/473, intron 2 of 23)	1	8525030	8813897	288868	2	473	uc001aph.1	23976	RERE
chr18	47594304	47594543	240	*	.	636	.	21.04601	-1	3.53584	120	Intron (uc002leb.2/4645, intron 1 of 39)	18	47463615	47623988	160374	2	4645	uc021ukb.1	29445	MYO5B
chr3	19474316	19474555	240	*	.	867	.	21.0452	-1	3.53593	120	Intron (uc011awe.1/131096, intron 7 of 8)	3	19431973	19492896	60924	1	131096	uc011awf.1	42343	KCNH8
chr2	191020227	191020466	240	*	.	572	.	21.04439	-1	3.53601	120	Intron (uc002urq.3/84281, intron 1 of 2)	2	191014972	191068210	53239	1	84281	uc002urr.3	5255	C2orf88
chr7	24435006	24435245	240	*	.	765	.	21.03893	-1	3.53652	120	Distal Intergenic	7	24323807	24331484	7678	1	4852	uc003sww.2	111199	NPY
chr5	142362849	142363088	240	*	.	751	.	21.02907	-1	3.53668	120	Intron (uc003lmt.3/23092, intron 11 of 22)	5	142239170	142248475	9306	2	100874239	uc003lmv.3	-114374	ARHGAP26-AS1
chr12	26664381	26664620	240	*	.	691	.	21.02407	-1	3.53685	120	Intron (uc001rhg.3/3709, intron 37 of 56)	12	26540367	26647273	106907	2	3709	uc009zjg.1	-17108	ITPR2
chrX	1248642	1248881	240	*	.	638	.	21.02183	-1	3.53694	120	Distal Intergenic	23	1314887	1331529	16643	2	64109	uc004cpk.2	82648	CRLF2
chr1	230784209	230784448	240	*	.	625	.	21.01888	-1	3.53702	120	Intron (uc001htw.3/22796, intron 1 of 17)	1	230778202	230829731	51530	1	22796	uc010pwc.2	6007	COG2
chr8	100559711	100559950	240	*	.	671	.	21.01419	-1	3.53719	120	Intron (uc003yiv.4/157680, intron 30 of 61)	8	100549014	100549089	76	2	100126309	uc022aze.1	-10622	MIR875
chr10	96341240	96341479	240	*	.	665	.	21.0106	-1	3.53736	120	Exon (uc001kjs.3/3070, exon 11 of 22)	10	96305574	96361856	56283	1	3070	uc009xur.3	35666	HELLS
chr1	86754532	86754771	240	*	.	691	.	21.00555	-1	3.53744	120	Distal Intergenic	1	86812507	86862025	49519	2	57489	uc001dlp.3	107254	ODF2L
chr3	187274999	187275238	240	*	.	640	.	20.9972	-1	3.53761	120	Distal Intergenic	3	187386694	187388201	1508	2	6750	uc003frn.3	112963	SST
chr17	66829620	66829859	240	*	.	667	.	20.99096	-1	3.53778	120	Distal Intergenic	17	66863431	66951533	88103	2	10351	uc002jhp.3	121674	ABCA8
chr10	75076468	75076707	240	*	.	645	.	20.98819	-1	3.53794	120	Intron (uc001jty.3/118491, intron 10 of 27)	10	75013516	75056931	43416	2	118491	uc001jtx.3	-19537	TTC18
chr20	58888725	58888964	240	*	.	742	.	20.9881	-1	3.53803	120	Intron (uc002ybl.3/284757, intron 3 of 4)	20	59053169	59053239	71	1	100616362	uc021wfu.1	-164205	MIR4533
chr13	78586787	78587026	240	*	.	863	.	20.98627	-1	3.53811	120	Promoter	13	78587018	78627730	40713	1	100874175	uc031qmk.1	0	LINC00446
chr3	26630753	26630992	240	*	.	681	.	20.98176	-1	3.53836	120	Distal Intergenic	3	26664300	26752265	87966	1	116135	uc003cdp.3	-33308	LRRC3B
chr3	110165919	110166158	240	*	.	637	.	20.9807	-1	3.53845	120	Distal Intergenic	3	110764163	110788806	24644	2	100506555	uc021xcg.1	622648	PVRL3-AS1
chr14	33134239	33134478	240	*	.	582	.	20.97557	-1	3.53862	120	Intron (uc010aml.3/9472, intron 7 of 9)	14	33408459	34273382	864924	1	64067	uc001wrs.3	-273981	NPAS3
chr3	151428944	151429183	240	*	.	706	.	20.97505	-1	3.5387	120	Intron (uc021xgb.1/100313773, intron 1 of 1)	3	151451704	151475556	23853	1	344752	uc003ezc.3	-22521	AADACL2
chr5	5199597	5199836	240	*	.	675	.	20.97411	-1	3.53878	120	Intron (uc003jdj.1/170690, intron 8 of 10)	5	5235127	5239387	4261	1	170690	uc010itk.1	-35291	ADAMTS16
chr22	48072826	48073065	240	*	.	757	.	20.97369	-1	3.53887	120	Intron (uc003bik.1/uc003bik.1, intron 2 of 8)	22	48020217	48027318	7102	2	400932	uc011are.2	-45508	LINC00898
chrX	46327612	46327851	240	*	.	564	.	20.97181	-1	3.53903	120	Intron (uc004dgm.4/55634, intron 5 of 5)	23	46306624	46334074	27451	1	55634	uc010nhl.3	20988	KRBOX4
chr7	65982090	65982329	240	*	.	550	.	20.95682	-1	3.53945	120	Distal Intergenic	7	65993455	66057371	63917	2	493754	uc010lac.3	75042	NA
chr5	147098205	147098444	240	*	.	660	.	20.95335	-1	3.5397	120	Intron (uc003loq.2/9832, intron 1 of 20)	5	146965004	147162411	197408	2	9832	uc003loq.2	63967	JAKMIP2
chr4	140316117	140316356	240	*	.	745	.	20.95212	-1	3.53979	120	Distal Intergenic	4	140374961	140397069	22109	1	83452	uc003ihv.3	-58605	RAB33B
chr22	42259097	42259336	240	*	.	773	.	20.94241	-1	3.53995	120	Intron (uc003bba.1/uc003bba.1, intron 1 of 1)	22	42266893	42302375	35483	1	6721	uc003bbj.3	-7557	SREBF2
chr8	89235840	89236079	240	*	.	794	.	20.93939	-1	3.54004	120	Intron (uc003yeb.4/4325, intron 1 of 9)	8	89049460	89339717	290258	2	4325	uc003yeb.4	103638	MMP16
chr15	91853203	91853442	240	*	.	610	.	20.93628	-1	3.54012	120	Distal Intergenic	15	91643182	91844539	201358	1	9899	uc010uqv.2	210021	SV2B
chrY	6891971	6892210	240	*	.	651	.	20.93304	-1	3.54029	120	Intron (uc004frb.3/90665, intron 5 of 18)	24	6778727	6959724	180998	1	90665	uc011nap.2	113244	TBL1Y
chr6	84618852	84619091	240	*	.	553	.	20.91603	-1	3.54054	120	Intron (uc003pkf.3/51167, intron 4 of 15)	6	84569370	84670146	100777	1	51167	uc003pkf.3	49482	CYB5R4
chr20	36399686	36399925	240	*	.	580	.	20.91398	-1	3.54062	120	Intron (uc021wdj.1/56259, intron 7 of 15)	20	36405675	36500520	94846	1	56259	uc002xhj.3	-5750	CTNNBL1
chr14	33477854	33478093	240	*	.	764	.	20.90431	-1	3.54095	120	Intron (uc001wrs.3/64067, intron 1 of 11)	14	33408459	34273382	864924	1	64067	uc001wrv.3	69395	NPAS3
chr2	33396514	33396753	240	*	.	724	.	20.90307	-1	3.54104	120	Intron (uc021vft.1/4052, intron 5 of 33)	2	33359664	33624575	264912	1	4052	uc010yna.2	36850	LTBP1
chr1	200524144	200524383	240	*	.	595	.	20.89866	-1	3.5412	120	Intron (uc010ppj.1/9928, intron 26 of 27)	1	200520625	200587966	67342	2	9928	uc010ppj.1	63583	KIF14
chr19	28949661	28949900	240	*	.	748	.	20.88758	-1	3.54154	120	Intron (uc002nsa.2/uc002nsa.2, intron 7 of 9)	19	29456038	29460055	4018	1	148145	uc002nsb.4	-506138	LINC00906
chr8	42737103	42737342	240	*	.	667	.	20.88234	-1	3.5417	120	Intron (uc011lcx.2/81790, intron 2 of 5)	8	42751340	42751418	79	2	100616115	uc022aum.1	14076	MIR4469
chr3	142578698	142578937	240	*	.	574	.	20.88226	-1	3.54179	120	Intron (uc003evd.3/26577, intron 2 of 8)	3	142536702	142608045	71344	2	26577	uc003evd.3	29108	PCOLCE2
chr7	100951271	100951510	240	*	.	669	.	20.88196	-1	3.54187	120	Distal Intergenic	7	100956648	100965093	8446	2	64792	uc003uyl.3	13583	RABL5
chr2	66679529	66679768	240	*	.	731	.	20.87622	-1	3.54195	120	Intron (uc002sdt.3/4211, intron 6 of 10)	2	66667263	66796277	129015	1	4211	uc002sdw.1	12266	MEIS1
chr7	104984050	104984289	240	*	.	585	.	20.87403	-1	3.54204	120	Intron (uc003vcv.4/6733, intron 2 of 15)	7	104756821	104939226	182406	2	6733	uc003vcu.4	-44824	SRPK2
chr11	66616383	66616622	240	*	.	678	.	20.87342	-1	3.54212	120	Exon (uc001ojn.1/5091, exon 21 of 21)	11	66610883	66614003	3121	1	9986	uc001ojl.1	5500	RCE1
chr1	247390159	247390398	240	*	.	695	.	20.86966	-1	3.54237	120	Distal Intergenic	1	247365269	247365362	94	2	100500849	uc021pma.1	-24797	MIR3916
chr2	240983403	240983642	240	*	.	658	.	20.84619	-1	3.54287	120	Downstream (<1kb)	2	240981230	240982399	1170	2	643905	uc010zod.2	-1004	PRR21
chr8	118256970	118257209	240	*	.	689	.	20.83527	-1	3.54328	120	Distal Intergenic	8	118147337	118188953	41617	1	169026	uc022bab.1	109633	SLC30A8
chr7	117653282	117653521	240	*	.	553	.	20.82507	-1	3.54345	120	Distal Intergenic	7	117350706	117513561	162856	2	83992	uc003vjf.3	-139721	CTTNBP2
chr19	17496288	17496527	240	*	.	698	.	20.81849	-1	3.54361	120	Distal Intergenic	19	17462264	17488137	25874	2	83483	uc002ngk.1	-8151	PLVAP
chr1	246066605	246066844	240	*	.	610	.	20.81503	-1	3.54378	120	Intron (uc001ibj.3/64754, intron 3 of 6)	1	245912642	246094125	181484	2	64754	uc001ibj.3	27281	SMYD3
chr6	21654071	21654310	240	*	.	645	.	20.81025	-1	3.54403	120	Distal Intergenic	6	21665003	21910006	245004	1	401237	uc010jpp.1	-10693	CASC15
chr17	16044563	16044802	240	*	.	740	.	20.80885	-1	3.54427	120	Intron (uc002gpn.3/9611, intron 10 of 44)	17	15989596	15995372	5777	2	9611	uc002gpq.1	-49191	NCOR1
chr3	52001527	52001766	240	*	.	637	.	20.80791	-1	3.54436	120	Promoter	3	51991470	52001482	10013	2	57060	uc003dck.2	-45	PCBP4
chr9	27333391	27333630	240	*	.	566	.	20.8073	-1	3.54444	120	Intron (uc003zqn.3/79817, intron 3 of 3)	9	27292140	27297137	4998	2	54586	uc003zqm.3	-36254	EQTN
chr17	57919971	57920210	240	*	.	750	.	20.80541	-1	3.54461	120	Distal Intergenic	17	57918627	57918698	72	1	406991	uc002ixv.3	1344	VMP1
chr17	57919971	57920210	240	*	.	750	.	20.80541	-1	3.54461	120	Distal Intergenic	17	57918627	57918698	72	1	406991	uc002ixv.3	1344	MIR21
chr9	128457684	128457923	240	*	.	639	.	20.80353	-1	3.54477	120	Intron (uc004bpv.3/79109, intron 1 of 11)	9	128199673	128469513	269841	2	79109	uc004bpv.3	11590	MAPKAP1
chr14	104150236	104150475	240	*	.	591	.	20.79972	-1	3.54494	120	Exon (uc001ynv.1/uc001ynv.1, exon 1 of 2)	14	104142026	104167888	25863	1	3831	uc001yns.3	8210	KLC1
